1.000000 0.000994
0.998379 0.001512
0.993525 0.003064
0.985471 0.005648
0.974268 0.009247
0.959990 0.013827
0.942728 0.019319
0.922595 0.025618
0.899721 0.032582
0.874255 0.040032
0.846362 0.047801
0.816223 0.055726
0.784032 0.063639
0.750000 0.071432
0.714346 0.079101
0.677302 0.086691
0.639109 0.094048
0.600013 0.100744
0.560268 0.106359
0.520133 0.110836
0.479867 0.114302
0.439732 0.116824
0.399987 0.118356
0.360891 0.118861
0.322698 0.118237
0.285654 0.116376
0.250000 0.113210
0.215968 0.108786
0.183777 0.103220
0.153638 0.096541
0.125745 0.088626
0.100279 0.079635
0.077405 0.069855
0.057272 0.059107
0.040010 0.047976
0.025732 0.037073
0.014529 0.026355
0.006475 0.015254
0.001621 0.005330
0.000000 0.000000
0.001621 -0.005278
0.006475 -0.011730
0.014529 -0.017947
0.025732 -0.022043
0.040010 -0.025452
0.057272 -0.028766
0.077405 -0.031544
0.100279 -0.033530
0.125745 -0.034959
0.153638 -0.035807
0.183777 -0.035902
0.215968 -0.035108
0.250000 -0.033394
0.285654 -0.030881
0.322698 -0.027776
0.360891 -0.024304
0.399987 -0.020696
0.439732 -0.017169
0.479867 -0.013758
0.520133 -0.010442
0.560268 -0.007320
0.600013 -0.004601
0.639109 -0.002435
0.677302 -0.000782
0.714346 0.000442
0.750000 0.001318
0.784032 0.001914
0.816223 0.002292
0.846362 0.002471
0.874255 0.002447
0.899721 0.002234
0.922595 0.001863
0.942728 0.001376
0.959990 0.000824
0.974268 0.000266
0.985471 -0.000241
0.993525 -0.000645
0.998379 -0.000904
1.000000 -0.000994
