1.000000 0.000616
0.998379 0.001007
0.993525 0.002174
0.985471 0.004111
0.974268 0.006796
0.959990 0.010191
0.942728 0.014234
0.922595 0.018847
0.899721 0.023955
0.874255 0.029482
0.846362 0.035335
0.816223 0.041413
0.784032 0.047612
0.750000 0.053828
0.714346 0.059968
0.677302 0.065943
0.639109 0.071627
0.600013 0.076849
0.560268 0.081453
0.520133 0.085362
0.479867 0.088538
0.439732 0.090909
0.399987 0.092354
0.360891 0.092812
0.322698 0.092415
0.285654 0.091352
0.250000 0.089581
0.215968 0.086744
0.183777 0.082595
0.153638 0.077205
0.125745 0.070887
0.100279 0.063803
0.077405 0.056132
0.057272 0.048089
0.040010 0.039519
0.025732 0.030296
0.014529 0.020601
0.006475 0.012169
0.001621 0.005086
0.000000 0.000000
0.001621 -0.007007
0.006475 -0.012924
0.014529 -0.018241
0.025732 -0.021739
0.040010 -0.024563
0.057272 -0.026953
0.077405 -0.028461
0.100279 -0.029569
0.125745 -0.030285
0.153638 -0.030517
0.183777 -0.030246
0.215968 -0.029514
0.250000 -0.028402
0.285654 -0.027030
0.322698 -0.025557
0.360891 -0.024065
0.399987 -0.022550
0.439732 -0.021006
0.479867 -0.019445
0.520133 -0.017883
0.560268 -0.016337
0.600013 -0.014824
0.639109 -0.013357
0.677302 -0.011943
0.714346 -0.010588
0.750000 -0.009298
0.784032 -0.008076
0.816223 -0.006929
0.846362 -0.005863
0.874255 -0.004884
0.899721 -0.003998
0.922595 -0.003211
0.942728 -0.002525
0.959990 -0.001943
0.974268 -0.001466
0.985471 -0.001094
0.993525 -0.000829
0.998379 -0.000670
1.000000 -0.000616
