1.000000 0.000600
0.998379 0.000984
0.993525 0.002135
0.985471 0.004043
0.974268 0.006688
0.959990 0.010031
0.942728 0.014010
0.922595 0.018549
0.899721 0.023576
0.874255 0.029018
0.846362 0.034786
0.816223 0.040784
0.784032 0.046907
0.750000 0.053053
0.714346 0.059126
0.677302 0.065031
0.639109 0.070641
0.600013 0.075798
0.560268 0.080357
0.520133 0.084241
0.479867 0.087405
0.439732 0.089770
0.399987 0.091211
0.360891 0.091666
0.322698 0.091279
0.285654 0.090252
0.250000 0.088541
0.215968 0.085775
0.183777 0.081688
0.153638 0.076354
0.125745 0.070106
0.100279 0.063107
0.077405 0.055528
0.057272 0.047605
0.040010 0.039147
0.025732 0.029998
0.014529 0.020348
0.006475 0.012033
0.001621 0.005075
0.000000 0.000000
0.001621 -0.007083
0.006475 -0.012977
0.014529 -0.018254
0.025732 -0.021725
0.040010 -0.024524
0.057272 -0.026873
0.077405 -0.028326
0.100279 -0.029395
0.125745 -0.030079
0.153638 -0.030284
0.183777 -0.029997
0.215968 -0.029267
0.250000 -0.028182
0.285654 -0.026860
0.322698 -0.025460
0.360891 -0.024055
0.399987 -0.022632
0.439732 -0.021175
0.479867 -0.019695
0.520133 -0.018210
0.560268 -0.016734
0.600013 -0.015273
0.639109 -0.013837
0.677302 -0.012434
0.714346 -0.011073
0.750000 -0.009764
0.784032 -0.008516
0.816223 -0.007335
0.846362 -0.006229
0.874255 -0.005206
0.899721 -0.004273
0.922595 -0.003434
0.942728 -0.002697
0.959990 -0.002064
0.974268 -0.001542
0.985471 -0.001132
0.993525 -0.000837
0.998379 -0.000659
1.000000 -0.000600
