1.000000 0.001038
0.998379 0.001571
0.993525 0.003170
0.985471 0.005830
0.974268 0.009537
0.959990 0.014258
0.942728 0.019922
0.922595 0.026421
0.899721 0.033604
0.874255 0.041282
0.846362 0.049278
0.816223 0.057421
0.784032 0.065538
0.750000 0.073517
0.714346 0.081367
0.677302 0.089149
0.639109 0.096705
0.600013 0.103575
0.560268 0.109309
0.520133 0.113854
0.479867 0.117355
0.439732 0.119894
0.399987 0.121436
0.360891 0.121947
0.322698 0.121296
0.285654 0.119340
0.250000 0.116009
0.215968 0.111397
0.183777 0.105663
0.153638 0.098832
0.125745 0.090727
0.100279 0.081511
0.077405 0.071481
0.057272 0.060413
0.040010 0.048977
0.025732 0.037876
0.014529 0.027036
0.006475 0.015619
0.001621 0.005359
0.000000 0.000000
0.001621 -0.005073
0.006475 -0.011588
0.014529 -0.017912
0.025732 -0.022078
0.040010 -0.025557
0.057272 -0.028980
0.077405 -0.031909
0.100279 -0.033999
0.125745 -0.035512
0.153638 -0.036434
0.183777 -0.036572
0.215968 -0.035771
0.250000 -0.033985
0.285654 -0.031337
0.322698 -0.028039
0.360891 -0.024333
0.399987 -0.020477
0.439732 -0.016715
0.479867 -0.013084
0.520133 -0.009561
0.560268 -0.006252
0.600013 -0.003390
0.639109 -0.001141
0.677302 0.000540
0.714346 0.001749
0.750000 0.002575
0.784032 0.003097
0.816223 0.003384
0.846362 0.003459
0.874255 0.003316
0.899721 0.002973
0.922595 0.002465
0.942728 0.001838
0.959990 0.001152
0.974268 0.000471
0.985471 -0.000140
0.993525 -0.000623
0.998379 -0.000932
1.000000 -0.001038
