1.000000 0.000034
0.993181 0.004249
0.972909 0.017090
0.939737 0.031482
0.894570 0.046546
0.838641 0.062542
0.773474 0.078728
0.700848 0.094464
0.622743 0.108949
0.541290 0.121366
0.458710 0.130972
0.377257 0.136941
0.299152 0.138544
0.226526 0.134979
0.161359 0.125695
0.105430 0.110296
0.060263 0.088594
0.027091 0.060920
0.006819 0.029096
0.000000 0.000000
0.006819 -0.023825
0.027091 -0.042811
0.060263 -0.055309
0.105430 -0.060569
0.161359 -0.059805
0.226526 -0.054478
0.299152 -0.046006
0.377257 -0.035706
0.458710 -0.024906
0.541290 -0.014657
0.622743 -0.005817
0.700848 0.001052
0.773474 0.005605
0.838641 0.007709
0.894570 0.007621
0.939737 0.005602
0.972909 0.002612
0.993181 0.000935
1.000000 -0.000034
