1.000000 0.000776
0.998379 0.001220
0.993525 0.002551
0.985471 0.004761
0.974268 0.007834
0.959990 0.011731
0.942728 0.016387
0.922595 0.021714
0.899721 0.027608
0.874255 0.033949
0.846362 0.040613
0.816223 0.047473
0.784032 0.054398
0.750000 0.061281
0.714346 0.068069
0.677302 0.074728
0.639109 0.081120
0.600013 0.086966
0.560268 0.091998
0.520133 0.096147
0.479867 0.099447
0.439732 0.101881
0.399987 0.103363
0.360891 0.103841
0.322698 0.103348
0.285654 0.101947
0.250000 0.099585
0.215968 0.096077
0.183777 0.091328
0.153638 0.085392
0.125745 0.078397
0.100279 0.070506
0.077405 0.061942
0.057272 0.052754
0.040010 0.043099
0.025732 0.033165
0.014529 0.023037
0.006475 0.013475
0.001621 0.005190
0.000000 0.000000
0.001621 -0.006275
0.006475 -0.012419
0.014529 -0.018116
0.025732 -0.021867
0.040010 -0.024940
0.057272 -0.027720
0.077405 -0.029767
0.100279 -0.031246
0.125745 -0.032264
0.153638 -0.032757
0.183777 -0.032641
0.215968 -0.031882
0.250000 -0.030515
0.285654 -0.028660
0.322698 -0.026497
0.360891 -0.024167
0.399987 -0.021765
0.439732 -0.019382
0.479867 -0.017037
0.520133 -0.014732
0.560268 -0.012519
0.600013 -0.010496
0.639109 -0.008732
0.677302 -0.007217
0.714346 -0.005918
0.750000 -0.004803
0.784032 -0.003847
0.816223 -0.003025
0.846362 -0.002334
0.874255 -0.001780
0.899721 -0.001360
0.922595 -0.001063
0.942728 -0.000873
0.959990 -0.000771
0.974268 -0.000733
0.985471 -0.000733
0.993525 -0.000751
0.998379 -0.000769
1.000000 -0.000776
