1.000000 0.000648
0.998379 0.001049
0.993525 0.002249
0.985471 0.004239
0.974268 0.007000
0.959990 0.010494
0.942728 0.014658
0.922595 0.019411
0.899721 0.024675
0.874255 0.030361
0.846362 0.036374
0.816223 0.042606
0.784032 0.048948
0.750000 0.055295
0.714346 0.061563
0.677302 0.067673
0.639109 0.073496
0.600013 0.078841
0.560268 0.083529
0.520133 0.087485
0.479867 0.090686
0.439732 0.093070
0.399987 0.094522
0.360891 0.094983
0.322698 0.094568
0.285654 0.093438
0.250000 0.091550
0.215968 0.088582
0.183777 0.084315
0.153638 0.078817
0.125745 0.072365
0.100279 0.065123
0.077405 0.057276
0.057272 0.049008
0.040010 0.040224
0.025732 0.030861
0.014529 0.021081
0.006475 0.012426
0.001621 0.005107
0.000000 0.000000
0.001621 -0.006862
0.006475 -0.012825
0.014529 -0.018216
0.025732 -0.021764
0.040010 -0.024637
0.057272 -0.027104
0.077405 -0.028718
0.100279 -0.029900
0.125745 -0.030674
0.153638 -0.030958
0.183777 -0.030718
0.215968 -0.029980
0.250000 -0.028818
0.285654 -0.027351
0.322698 -0.025742
0.360891 -0.024085
0.399987 -0.022396
0.439732 -0.020686
0.479867 -0.018971
0.520133 -0.017263
0.560268 -0.015585
0.600013 -0.013972
0.639109 -0.012446
0.677302 -0.011012
0.714346 -0.009669
0.750000 -0.008413
0.784032 -0.007243
0.816223 -0.006160
0.846362 -0.005168
0.874255 -0.004273
0.899721 -0.003479
0.922595 -0.002788
0.942728 -0.002200
0.959990 -0.001712
0.974268 -0.001321
0.985471 -0.001023
0.993525 -0.000813
0.998379 -0.000689
1.000000 -0.000648
